Ranking,Name,
601–800,Prince Sattam Bin Abdulaziz UniversitySaudi Arabia,"27,117",12.2,2%,58 : 42
601–800,Universiti Putra MalaysiaMalaysia,"18,365",11.1,26%,59 : 41
601–800,Qingdao UniversityChina,"42,667",15.2,2%,64 : 36
601–800,Université du QuébecCanada,"50,418",17.9,12%,57 : 43
601–800,University of ReginaCanada,"14,172",24.7,27%,59 : 41
601–800,Rensselaer Polytechnic InstituteUnited States,"7,475",14.7,21%,32 : 68
601–800,Riga Stradiņš UniversityLatvia,"8,512",19.5,28%,74 : 26
601–800,Riphah International UniversityPakistan,"23,590",21.5,0%,50 : 50
601–800,Rovira i Virgili UniversitySpain,"12,975",12.6,13%,60 : 40
601–800,"RUDN University
Russian Federation","21,820",14,32%,58 : 42
601–800,Universiti Sains MalaysiaMalaysia,"23,492",11.6,17%,64 : 36
601–800,San Diego State UniversityUnited States,"31,340",27.5,7%,56 : 44
601–800,University of SannioItaly,"2,944",15.4,2%,51 : 49
601–800,University of Santiago de CompostelaSpain,"24,713",14.5,9%,62 : 38
601–800,Savitribai Phule Pune UniversityIndia,"5,163",12.1,6%,43 : 57
601–800,University of Campania Luigi VanvitelliItaly,"33,663",35.1,2%,37 : 63
601–800,Shanghai UniversityChina,"37,499",13.1,7%,50 : 50
601–800,"Soochow University, ChinaChina",,,,
"47,989",15.5,5%,54 : 46,,
601–800,Southern Cross UniversityAustralia,"10,866",36.1,28%,64 : 36
601–800,University of StrasbourgFrance,"51,028",19.8,21%,59 : 41
601–800,Sultan Qaboos UniversityOman,"7,436",8.6,4%,50 : 50
601–800,University of the Sunshine CoastAustralia,,,,
"11,118",29.6,16%,69 : 31,,
601–800,Binghamton UniversityUnited States,"18,852",22,11%,50 : 50
601–800,University of TabrizIran,"20,983",27.2,6%,49 : 51
601–800,Tabriz University of Medical SciencesIran,"8,524",9.9,2%,54 : 46
601–800,Taif UniversitySaudi Arabia,"39,622",19.6,2%,56 : 44
601–800,Tallinn University of TechnologyEstonia,"8,739",12.6,17%,40 : 60
601–800,University of TehranIran,"45,295",21.5,2%,45 : 55
601–800,Tehran University of Medical SciencesIran,"11,605",6.4,11%,57 : 43
601–800,Universiti Teknologi MalaysiaMalaysia,"19,974",13.5,20%,47 : 53
601–800,University of Texas at ArlingtonUnited States,"33,537",29.5,13%,60 : 40
601–800,The University of Texas at San AntonioUnited States,"27,187",24.7,3%,51 : 49
601–800,Thapar Institute of Engineering and TechnologyIndia,"9,375",16.9,1%,28 : 72
601–800,University of ToledoUnited States,"17,871",16.1,10%,52 : 48
601–800,"Tomsk State University
Russian Federation","7,806",11.7,36%,n/a
601–800,TU BraunschweigGermany,"19,676",9.8,17%,40 : 60
601–800,University of UlsanSouth Korea,"12,415",11,4%,48 : 52
601–800,Ulster UniversityUnited Kingdom,"17,685",18.8,9%,57 : 43
601–800,Umm Al-Qura UniversitySaudi Arabia,"30,207",8.3,11%,34 : 66
601–800,Paris Lodron Universität SalzburgAustria,"7,169",11.9,34%,66 : 34
601–800,Wenzhou UniversityChina,"21,827",18.2,3%,58 : 42
601–800,University of the Western CapeSouth Africa,"23,510",33.8,6%,61 : 39
601–800,University of the West of ScotlandUnited Kingdom,"12,120",22,20%,63 : 37
601–800,University of WindsorCanada,"14,516",33.3,29%,n/a
601–800,University of WolverhamptonUnited Kingdom,"14,900",17.2,24%,62 : 38
601–800,University of WuppertalGermany,"15,668",39.6,10%,53 : 47
601–800,Xi’an Jiaotong-Liverpool UniversityChina,,,,
"15,767",19.9,5%,52 : 48,,
601–800,Yokohama City UniversityJapan,"5,073",6,2%,56 : 44
601–800,Zhengzhou UniversityChina,"70,824",17.5,3%,49 : 51
801–1000,University of the AegeanGreece,"22,148",68.4,1%,55 : 45
801–1000,"University of Agriculture, FaisalabadPakistan","27,826",42.4,0%,45 : 55
801–1000,The University of AizuJapan,"1,217",12.1,9%,11 : 89
801–1000,The University of AlabamaUnited States,"35,457",20.9,4%,56 : 44
801–1000,Al-Azhar UniversityEgypt,"425,977",38.4,6%,38 : 62
801–1000,Al-Balqa Applied UniversityJordan,"28,178",27.7,2%,59 : 41
801–1000,University of AlcaláSpain,"15,941",10.2,24%,60 : 40
801–1000,Alexandria UniversityEgypt,"202,206",28.2,4%,52 : 48
801–1000,Aligarh Muslim UniversityIndia,"20,428",12.1,2%,40 : 60
801–1000,American University in CairoEgypt,"5,921",13.7,5%,56 : 44
801–1000,Anna UniversityIndia,"15,149",15.9,1%,43 : 57
801–1000,University of Applied Sciences and Arts of Western SwitzerlandSwitzerland,"17,491",6.5,30%,53 : 47
801–1000,Aristotle University of ThessalonikiGreece,"49,840",19.7,5%,58 : 42
801–1000,Athens University of Economics and BusinessGreece,"9,682",51,6%,45 : 55
801–1000,Universidad Autónoma de ChileChile,"27,474",22.9,1%,63 : 37
801–1000,University of AveiroPortugal,,,,
"12,566",15.1,10%,54 : 46,,
801–1000,University of the Balearic IslandsSpain,"11,493",11.8,8%,60 : 40
801–1000,University of the Basque CountrySpain,"43,018",15.4,6%,55 : 45
801–1000,University of BedfordshireUnited Kingdom,"13,175",29.6,59%,59 : 41
801–1000,University of Beira InteriorPortugal,"7,861",17,22%,53 : 47
801–1000,University of BelgradeSerbia,"93,251",18.9,5%,62 : 38
801–1000,Beni-Suef UniversityEgypt,"82,124",28.3,1%,50 : 50
801–1000,University of BergamoItaly,"22,115",60.9,7%,62 : 38
801–1000,Bharathiar UniversityIndia,"4,097",18.8,0%,63 : 37
801–1000,Bilkent UniversityTurkey,"9,682",14.2,8%,46 : 54
801–1000,"Birla Institute of Technology and Science, PilaniIndia","15,651",18.1,2%,19 : 81
801–1000,Boğaziçi UniversityTurkey,"12,614",22.3,3%,45 : 55
801–1000,University of BrightonUnited Kingdom,"15,015",16.8,22%,60 : 40
801–1000,Cairo UniversityEgypt,"224,216",36.8,4%,54 : 46
801–1000,University of CalabriaItaly,"19,788",23.2,3%,57 : 43
801–1000,Chapman UniversityUnited States,"9,332",12.8,8%,61 : 39
801–1000,Institute of Chemical TechnologyIndia,"2,550",17.2,0%,30 : 70
801–1000,Chengdu UniversityChina,,,,
"22,762",16.3,2%,59 : 41,,
801–1000,"China University of Petroleum, BeijingChina","17,001",17.4,4%,n/a
801–1000,Chulalongkorn UniversityThailand,,,,
"34,095",11.5,3%,58 : 42,,
801–1000,Clemson UniversityUnited States,"23,491",15.5,6%,49 : 51
801–1000,University of Clermont AuvergneFrance,"36,630",20.9,15%,57 : 43
801–1000,Coventry UniversityUnited Kingdom,,,,
"32,820",16.1,47%,48 : 52,,
801–1000,CY Cergy Paris UniversityFrance,"14,999",19.6,23%,52 : 48
801–1000,University of DaytonUnited States,"11,183",16.5,11%,48 : 52
801–1000,University of DeustoSpain,"9,518",20.1,11%,58 : 42
801–1000,Diego Portales UniversityChile,"17,613",16,2%,50 : 50
801–1000,Donghua UniversityChina,"22,434",14.4,6%,45 : 55
801–1000,Duzce UniversityTurkey,"21,552",35.5,8%,44 : 56
801–1000,Edge Hill UniversityUnited Kingdom,"10,990",15.4,7%,69 : 31
801–1000,"University of Engineering and Technology, PeshawarPakistan","8,680",20.7,1%,6 : 94
801–1000,Ewha Womans UniversitySouth Korea,"14,746",17.5,13%,100 : 0
801–1000,Federal University of Minas GeraisBrazil,"40,998",12.9,1%,53 : 47
801–1000,Universidade Federal de SergipeBrazil,"26,327",15.8,0%,51 : 49
801–1000,Firat UniversityTurkey,"39,961",20.6,5%,37 : 63
801–1000,Florida Agricultural and Mechanical UniversityUnited States,"9,342",16.8,1%,66 : 34
801–1000,Florida Atlantic UniversityUnited States,"24,191",18.7,10%,64 : 36
801–1000,University of FoggiaItaly,"11,292",31.8,1%,63 : 37
801–1000,University of the Free StateSouth Africa,"33,826",36.8,2%,63 : 37
801–1000,Fujita Health UniversityJapan,"3,082",3.8,1%,57 : 43
801–1000,Fuzhou UniversityChina,"39,987",16.8,1%,39 : 61
801–1000,University of GironaSpain,"14,011",21.1,15%,57 : 43
801–1000,Guangdong University of TechnologyChina,"46,040",18.1,0%,29 : 71
801–1000,Hiroshima UniversityJapan,"14,612",8.1,9%,37 : 63
801–1000,Indian Institute of Technology PatnaIndia,"2,203",17.9,0%,18 : 82
801–1000,Indian Institute of Technology GandhinagarIndia,"1,782",15.1,1%,26 : 74
801–1000,Universitat Internacional de CatalunyaSpain,"5,172",14,34%,63 : 37
801–1000,University of IoanninaGreece,"32,168",39.6,3%,69 : 31
801–1000,ISCTE-University Institute of LisbonPortugal,"9,374",24.9,17%,52 : 48
801–1000,The Islamia University of BahawalpurPakistan,"35,698",28.5,0%,46 : 54
801–1000,Istanbul Medeniyet UniversityTurkey,"10,536",13.4,3%,52 : 48
801–1000,"ITMO University
Russian Federation","10,814",15,22%,34 : 66
801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-NapocaRomania,"8,017",7.9,33%,66 : 34
801–1000,University of JaénSpain,"13,767",16.4,9%,57 : 43
801–1000,Juntendo UniversityJapan,"5,980",4.6,3%,55 : 45
801–1000,Kansas State UniversityUnited States,"19,927",13.1,7%,51 : 49
801–1000,Karlstad UniversitySweden,"9,698",14,%,63 : 37
801–1000,"Kazan Federal University
Russian Federation","22,673",10.4,29%,66 : 34
801–1000,Keio UniversityJapan,"33,636",10.1,8%,37 : 63
801–1000,Kerman University of Medical SciencesIran,"5,226",3.4,2%,n/a
801–1000,Kindai UniversityJapan,"33,234",14.6,2%,32 : 68
801–1000,King Faisal UniversitySaudi Arabia,"27,805",13.1,2%,67 : 33
801–1000,King Khalid UniversitySaudi Arabia,"39,389",8.3,7%,55 : 45
801–1000,King Mongkut’s University of Technology ThonburiThailand,"15,116",19.8,2%,46 : 54
801–1000,Kingston UniversityUnited Kingdom,"14,975",19.4,43%,58 : 42
801–1000,KL UniversityIndia,"17,801",14.5,2%,36 : 64
801–1000,Kobe UniversityJapan,"15,477",10.3,8%,36 : 64
801–1000,Kurume UniversityJapan,"5,062",7.6,2%,n/a
801–1000,Kuwait UniversityKuwait,,,,
"24,680",15.2,15%,76 : 24,,
801–1000,Kyungpook National UniversitySouth Korea,,,,
"18,892",20.2,13%,47 : 53,,
801–1000,University of LahorePakistan,"27,149",14.8,2%,37 : 63
801–1000,Lakehead UniversityCanada,,,,
"8,365",25.8,21%,55 : 45,,
801–1000,University of La LagunaSpain,"18,270",12.8,5%,58 : 42
801–1000,University of LatviaLatvia,"11,877",32.7,7%,68 : 32
801–1000,Leeds Beckett UniversityUnited Kingdom,"18,945",20.3,13%,54 : 46
801–1000,Lithuanian University of Health SciencesLithuania,"6,167",8.6,22%,75 : 25
801–1000,University of LjubljanaSlovenia,"37,615",13.1,8%,60 : 40
801–1000,University of LleidaSpain,"9,164",15.4,10%,59 : 41
801–1000,Lovely Professional UniversityIndia,,,,
"33,469",14.8,6%,24 : 76,,
801–1000,Mae Fah Luang UniversityThailand,"13,802",21,4%,73 : 27
801–1000,Mahidol UniversityThailand,"28,477",9,5%,64 : 36
801–1000,Makerere UniversityUganda,"31,233",21,3%,51 : 49
801–1000,Universiti Malaysia PahangMalaysia,"8,140",13.3,7%,48 : 52
801–1000,University of MaltaMalta,"9,687",10.7,13%,60 : 40
801–1000,Manipal Academy of Higher EducationIndia,"23,002",9,12%,49 : 51
801–1000,Marquette UniversityUnited States,"10,540",12,3%,57 : 43
801–1000,Masaryk UniversityCzech Republic,"32,271",18.9,23%,62 : 38
801–1000,Medical University of GdańskPoland,"6,344",5.6,16%,65 : 35
801–1000,University of MemphisUnited States,"16,520",14.7,5%,60 : 40
801–1000,University of MinhoPortugal,"19,922",19.6,16%,55 : 45
801–1000,Mississippi State UniversityUnited States,"21,810",15.2,3%,52 : 48
801–1000,University of Missouri-St LouisUnited States,"6,365",15.8,5%,58 : 42
801–1000,Montana State UniversityUnited States,"14,094",16,3%,47 : 53
801–1000,Monterrey Institute of TechnologyMexico,,,,
"15,735",14.3,10%,43 : 57,,
801–1000,University of NamurBelgium,"6,753",20.8,12%,57 : 43
801–1000,Nanjing Forestry UniversityChina,"32,318",17.6,1%,n/a
801–1000,Nanjing University of Information Science and TechnologyChina,"33,008",16.7,3%,n/a
801–1000,Nanjing Normal UniversityChina,"31,211",13,2%,70 : 30
801–1000,Nanjing Tech UniversityChina,,,,
"38,866",13.5,3%,n/a,,
801–1000,National Institute of Applied Sciences of Lyon (INSA Lyon)France,"6,382",18.9,27%,36 : 64
801–1000,École Nationale des Travaux Publics de l'État (ENTPE)France,809,15.3,13%,42 : 58
801–1000,National University of Sciences and TechnologyPakistan,"11,737",9.4,5%,34 : 66
801–1000,National Sun Yat-Sen UniversityTaiwan,"8,150",12.3,8%,40 : 60
801–1000,National Taiwan Normal UniversityTaiwan,,,,
"10,699",12.2,16%,n/a,,
801–1000,National Technical University of AthensGreece,"13,732",19.9,6%,33 : 67
801–1000,National Institute of Technology HamirpurIndia,"3,823",20.7,0%,22 : 78
801–1000,"National Institute of Technology, TiruchirappalliIndia","7,037",18.5,2%,23 : 77
801–1000,The New SchoolUnited States,"9,692",9.7,35%,74 : 26
801–1000,New Mexico State University (Main campus)United States,"12,285",16,6%,58 : 42
801–1000,Nippon Medical SchoolJapan,905,0.9,0%,37 : 63
801–1000,University of North Carolina at GreensboroUnited States,"18,637",19.5,3%,67 : 33
801–1000,"Northeastern University, ChinaChina","39,155",14.8,2%,n/a
801–1000,Northeast Normal UniversityChina,"30,310",18.7,4%,70 : 30
801–1000,University of Northern British Columbia (UNBC)Canada,"3,008",15.6,11%,63 : 37
801–1000,Northern Illinois UniversityUnited States,"13,768",14.4,7%,53 : 47
801–1000,"Novosibirsk State University
Russian Federation","7,276",6.3,22%,n/a
801–1000,Ohio UniversityUnited States,"22,682",20.1,4%,57 : 43
801–1000,Old Dominion UniversityUnited States,"18,368",17.5,3%,56 : 44
801–1000,Ozyegin UniversityTurkey,"5,958",27.2,7%,44 : 56
801–1000,Pablo de Olavide UniversitySpain,"12,849",14.4,18%,59 : 41
801–1000,University of PalermoItaly,"32,351",22.4,1%,58 : 42
801–1000,Panjab UniversityIndia,"18,918",17.6,1%,41 : 59
801–1000,Panthéon-Sorbonne University – Paris 1France,"35,547",29,20%,61 : 39
801–1000,Parthenope University of NaplesItaly,"11,555",33.7,2%,42 : 58
801–1000,Universiti Pendidikan Sultan IdrisMalaysia,"5,968",9.9,18%,55 : 45
801–1000,University of PeshawarPakistan,"6,107",9,1%,32 : 68
801–1000,University of the PhilippinesPhilippines,"46,714",10.6,0%,52 : 48
801–1000,Universitat Politècnica de CatalunyaSpain,"22,280",9.5,14%,27 : 73
801–1000,Polytechnic University of ValenciaSpain,"23,406",12.7,14%,41 : 59
801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,"13,453",18.7,3%,50 : 50
801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,"14,096",21.3,1%,52 : 48
801–1000,Pontifical Javeriana UniversityColombia,"27,346",14.2,2%,55 : 45
801–1000,University of PretoriaSouth Africa,,,,
"36,492",21.7,7%,59 : 41,,
801–1000,Princess Nourah bint Abdulrahman UniversitySaudi Arabia,"25,955",13.1,15%,100 : 0
801–1000,University of the PunjabPakistan,"28,384",22.4,1%,52 : 48
801–1000,University of Rennes 1France,"28,275",18.5,11%,52 : 48
801–1000,University of Rhode IslandUnited States,"15,851",14.5,3%,57 : 43
801–1000,Rhodes UniversitySouth Africa,"6,872",17,14%,63 : 37
801–1000,University of RoehamptonUnited Kingdom,"7,780",16.2,33%,69 : 31
801–1000,University of Rome IIIItaly,"33,264",47.7,5%,61 : 39
801–1000,Roskilde UniversityDenmark,"6,100",15.8,16%,64 : 36
801–1000,"Saint Petersburg State University
Russian Federation","24,335",9.1,19%,61 : 39
801–1000,University of SalamancaSpain,"27,920",16.9,18%,62 : 38
801–1000,University of SalentoItaly,"13,608",22.6,1%,62 : 38
801–1000,University of SalfordUnited Kingdom,"18,220",18.7,20%,55 : 45
801–1000,University of Science and Technology BeijingChina,"28,432",16.1,4%,36 : 64
801–1000,"Sechenov University
Russian Federation","16,366",8.1,24%,70 : 30
801–1000,University of La SerenaChile,"7,643",25.5,1%,52 : 48
801–1000,Shahid Beheshti UniversityIran,"19,695",23.4,1%,50 : 50
801–1000,Shantou UniversityChina,"14,119",12.2,1%,45 : 55
801–1000,Sheffield Hallam UniversityUnited Kingdom,"25,650",17.2,13%,55 : 45
801–1000,Shiraz UniversityIran,"14,552",20.2,1%,53 : 47
801–1000,Shiraz University of Medical SciencesIran,"10,228",10.4,3%,57 : 43
801–1000,University of SiegenGermany,"12,633",26.4,12%,56 : 44
801–1000,University of South Bohemia in České BudějoviceCzech Republic,"8,763",13.8,7%,69 : 31
801–1000,South China Normal UniversityChina,"30,041",16.4,3%,n/a
801–1000,Southern Illinois University CarbondaleUnited States,"10,130",13.8,7%,50 : 50
801–1000,"South Ural State University
Russian Federation","19,373",14.4,10%,39 : 61
801–1000,Suez Canal UniversityEgypt,"38,962",11.4,1%,58 : 42
801–1000,Sunway UniversityMalaysia,"4,638",8.6,15%,53 : 47
801–1000,Symbiosis International UniversityIndia,,,,
"16,305",13,6%,54 : 46,,
801–1000,Taibah UniversitySaudi Arabia,"59,028",21.7,3%,62 : 38
801–1000,Tanta UniversityEgypt,"129,209",19.2,1%,54 : 46
801–1000,"University of Technology, IraqIraq","10,321",6.9,0%,50 : 50
801–1000,Universiti Tenaga Nasional (UNITEN)Malaysia,"4,987",11.4,11%,34 : 66
801–1000,University of Texas at El PasoUnited States,"17,908",30.2,7%,54 : 46
801–1000,Texas Tech UniversityUnited States,"35,957",19.4,7%,49 : 51
801–1000,University of ThessalyGreece,"21,962",30.2,2%,52 : 48
801–1000,Toronto Metropolitan UniversityCanada,,,,
"36,218",42.4,8%,56 : 44,,
801–1000,Tribhuvan UniversityNepal,"460,632",30.9,0%,50 : 50
801–1000,University of Urbino Carlo BoItaly,"15,336",42.1,6%,62 : 38
801–1000,Vilnius UniversityLithuania,"17,012",10.2,9%,69 : 31
801–1000,VIT UniversityIndia,"33,416",17,4%,30 : 70
801–1000,University of WarsawPoland,"37,090",12,10%,63 : 37
801–1000,Wenzhou Medical UniversityChina,"19,243",11.2,5%,63 : 37
801–1000,University of WinchesterUnited Kingdom,"7,290",16.8,10%,66 : 34
801–1000,University of Wisconsin-MilwaukeeUnited States,"19,218",19.3,5%,56 : 44
801–1000,Worcester Polytechnic InstituteUnited States,"5,949",12.7,19%,38 : 62
801–1000,University of WyomingUnited States,"10,660",14.7,5%,51 : 49
801–1000,Yangzhou UniversityChina,"31,066",13.3,11%,58 : 42
801–1000,Yeungnam UniversitySouth Korea,"19,345",15,4%,50 : 50
801–1000,Zagazig UniversityEgypt,"165,556",26.4,2%,52 : 48
801–1000,Zewail City of Science and TechnologyEgypt,"1,184",11.6,0%,42 : 58
801–1000,Zhejiang University of Finance and EconomicsChina,"17,260",21.3,3%,63 : 37
1001–1200,University of A CoruñaSpain,"14,937",12.2,5%,52 : 48
1001–1200,"Adam Mickiewicz University, PoznańPoland","35,901",23.9,4%,68 : 32
1001–1200,Ain Shams UniversityEgypt,"138,700",12.5,4%,53 : 47
1001–1200,Al-Farabi Kazakh National UniversityKazakhstan,"24,229",5.7,15%,56 : 44
1001–1200,University of AlgarvePortugal,"8,443",14,22%,58 : 42
1001–1200,University of AlmeríaSpain,"13,050",17.5,12%,55 : 45
1001–1200,Amity UniversityIndia,"31,383",16.2,6%,52 : 48
1001–1200,University of AnbarIraq,"26,521",15.9,0%,56 : 44
1001–1200,"University of the Andes, ColombiaColombia","15,312",12.7,1%,45 : 55
1001–1200,Arts et MétiersFrance,"6,230",16.5,14%,18 : 82
1001–1200,Assiut UniversityEgypt,"84,941",14.9,1%,55 : 45
1001–1200,Atılım UniversityTurkey,,,,
"8,325",11.1,7%,42 : 58,,
1001–1200,Autonomous University of SinaloaMexico,"74,001",21.8,0%,56 : 44
1001–1200,Babeş-Bolyai UniversityRomania,"39,811",21,4%,64 : 36
1001–1200,Bahauddin Zakariya UniversityPakistan,"29,880",36.7,0%,40 : 60
1001–1200,Bayero UniversityNigeria,"44,410",25.9,0%,33 : 67
1001–1200,Beijing Jiaotong UniversityChina,"29,086",14.7,5%,n/a
1001–1200,University of BotswanaBotswana,"13,063",17.6,4%,57 : 43
1001–1200,Bowling Green State UniversityUnited States,"15,199",15.7,4%,57 : 43
1001–1200,Instituto Politécnico de BragançaPortugal,"8,845",19.4,32%,54 : 46
1001–1200,University of BurgosSpain,"7,599",13.5,5%,51 : 49
1001–1200,University of CalcuttaIndia,,,,
"19,119",15.6,0%,51 : 49,,
1001–1200,Cardiff Metropolitan UniversityUnited Kingdom,"9,380",18.6,22%,54 : 46
1001–1200,Carlos III University of MadridSpain,,,,
"18,133",11,17%,46 : 54,,
1001–1200,Technical University of CartagenaSpain,"4,466",10,9%,27 : 73
1001–1200,University of Castilla-La ManchaSpain,"22,524",12.8,8%,57 : 43
1001–1200,Universidad Católica San Antonio de Murcia (UCAM)Spain,"10,727",19.5,15%,56 : 44
1001–1200,University of Central LancashireUnited Kingdom,"19,285",14.4,25%,58 : 42
1001–1200,Chang Gung UniversityTaiwan,,,,
"7,016",12.1,5%,49 : 51,,
1001–1200,Charles Sturt UniversityAustralia,"22,735",20.2,20%,61 : 39
1001–1200,Chiang Mai UniversityThailand,"34,110",14,3%,66 : 34
1001–1200,Chiba UniversityJapan,"13,640",8.5,5%,38 : 62
1001–1200,University of ChileChile,"37,286",15.5,5%,50 : 50
1001–1200,"China University of Geosciences, BeijingChina","16,758",16.6,1%,41 : 59
1001–1200,China Pharmaceutical UniversityChina,"24,270",22.4,2%,69 : 31
1001–1200,Chonnam National UniversitySouth Korea,,,,
"24,436",19.9,6%,48 : 52,,
1001–1200,Clarkson UniversityUnited States,"4,024",14.9,9%,35 : 65
1001–1200,Comenius University in BratislavaSlovakia,"21,788",10.6,14%,64 : 36
1001–1200,Creighton UniversityUnited States,"9,641",14.9,4%,60 : 40
1001–1200,Czech University of Life Sciences Prague (CZU)Czech Republic,"18,057",17.6,22%,54 : 46
1001–1200,University of DebrecenHungary,,,,
"29,045",17.7,22%,55 : 45,,
1001–1200,University of DelhiIndia,"27,471",25.6,1%,48 : 52
1001–1200,"Don State Technical University
Russian Federation","26,241",12.8,12%,n/a
1001–1200,Dr B.R. Ambedkar National Institute of Technology JalandharIndia,"5,016",23.7,0%,23 : 77
1001–1200,East China University of Science and TechnologyChina,"28,718",16.9,2%,44 : 56
1001–1200,University of East LondonUnited Kingdom,"12,180",21.9,44%,58 : 42
1001–1200,École Centrale de LyonFrance,"2,108",14.3,26%,24 : 76
1001–1200,University of Engineering & Technology (UET) LahorePakistan,"13,163",13.9,3%,23 : 77
1001–1200,Universidade Estadual Paulista (Unesp)Brazil,"42,008",15.6,3%,51 : 49
1001–1200,European University of MadridSpain,"10,684",10.7,32%,49 : 51
1001–1200,University of ExtremaduraSpain,"20,509",11.2,2%,56 : 44
1001–1200,Federal University of Rio de JaneiroBrazil,"45,747",11.4,1%,55 : 45
1001–1200,Universidade Federal de Santa CatarinaBrazil,"38,751",16.1,2%,49 : 51
1001–1200,Federal University of Technology AkureNigeria,"19,593",21.1,0%,28 : 72
1001–1200,Ferdowsi University of MashhadIran,"25,269",30.9,9%,54 : 46
1001–1200,Florida Institute of TechnologyUnited States,"5,091",14.9,25%,35 : 65
1001–1200,University of Fortaleza (UNIFOR)Brazil,"21,115",18.5,0%,51 : 49
1001–1200,Fu Jen Catholic UniversityTaiwan,"18,619",29,5%,58 : 42
1001–1200,Fujian Agriculture and Forestry UniversityChina,"29,188",16.9,1%,54 : 46
1001–1200,University of GhanaGhana,"54,256",32.4,1%,48 : 52
1001–1200,Guangxi UniversityChina,"39,172",19.8,2%,46 : 54
1001–1200,University of GujratPakistan,"11,975",23.5,0%,58 : 42
1001–1200,Guru Jambheshwar University of Science and TechnologyIndia,"6,420",19.3,0%,44 : 56
1001–1200,Hakim Sabzevari UniversityIran,"7,940",19.8,4%,53 : 47
1001–1200,Hamamatsu University School of MedicineJapan,"1,204",4.6,2%,49 : 51
1001–1200,Huaqiao UniversityChina,"31,351",17.2,18%,53 : 47
1001–1200,Hyogo College of MedicineJapan,937,2.2,0%,30 : 70
1001–1200,Ibn Tofaïl UniversityMorocco,"51,802",71.9,3%,49 : 51
1001–1200,Ilia State UniversityGeorgia,"16,196",10.2,3%,63 : 37
1001–1200,Ilmenau University of TechnologyGermany,"5,425",17.4,30%,28 : 72
1001–1200,IMT Nord EuropeFrance,"1,484",16.1,21%,23 : 77
1001–1200,"Indian Institute of Science Education and Research, PuneIndia","1,512",10.4,0%,31 : 69
1001–1200,Indian Institute of Science Education and Research KolkataIndia,"1,563",12.3,0%,28 : 72
1001–1200,Indian Institute of Technology BhubaneswarIndia,"2,102",14.7,0%,16 : 84
1001–1200,Indian Institute of Technology GuwahatiIndia,"6,353",13.8,1%,22 : 78
1001–1200,Indian Institute of Technology (Indian School of Mines) DhanbadIndia,"7,002",20.7,1%,16 : 84
1001–1200,Indian Institute of Technology MandiIndia,"1,587",11.6,1%,26 : 74
1001–1200,University of IndonesiaIndonesia,,,,
"41,123",8.6,14%,68 : 32,,
1001–1200,Inha UniversitySouth Korea,"17,103",21,8%,42 : 58
1001–1200,Isfahan University of Medical SciencesIran,"10,102",10.2,2%,63 : 37
1001–1200,Isfahan University of TechnologyIran,"11,323",23.5,1%,40 : 60
1001–1200,Istanbul UniversityTurkey,"59,250",25.1,8%,53 : 47
1001–1200,Istanbul University-CerrahpaşaTurkey,"25,638",21.7,3%,36 : 64
1001–1200,Jadavpur UniversityIndia,"14,217",21.7,0%,30 : 70
1001–1200,Jaume I UniversitySpain,"11,495",14.6,10%,58 : 42
1001–1200,University of JeddahSaudi Arabia,"26,236",13.9,2%,67 : 33
1001–1200,Jeonbuk National UniversitySouth Korea,,,,
"20,453",19.9,7%,46 : 54,,
1001–1200,Jiangnan UniversityChina,"29,614",13.1,1%,n/a
1001–1200,Jiangsu Normal UniversityChina,"23,978",14.3,2%,n/a
1001–1200,Jiangxi University of Finance and EconomicsChina,"24,395",18.5,2%,55 : 45
1001–1200,The Jikei University School of MedicineJapan,"1,093",0.9,0%,44 : 56
1001–1200,Kanazawa UniversityJapan,"9,886",9.4,7%,39 : 61
1001–1200,Kaohsiung Medical UniversityTaiwan,"6,490",11.8,6%,59 : 41
1001–1200,Kharkiv National University of Radio ElectronicsUkraine,"7,704",9.9,10%,26 : 74
1001–1200,K.N. Toosi University of TechnologyIran,"8,403",26.6,2%,34 : 66
1001–1200,Kumamoto UniversityJapan,"9,536",10,6%,38 : 62
1001–1200,Kwame Nkrumah University of Science and TechnologyGhana,"87,443",78.1,1%,43 : 57
1001–1200,Kyoto Prefectural University of MedicineJapan,"1,371",3.4,1%,46 : 54
1001–1200,University of Las Palmas de Gran CanariaSpain,"15,612",16.9,8%,58 : 42
1001–1200,Lebanese UniversityLebanon,"46,256",14.8,16%,70 : 30
1001–1200,University of LeobenAustria,"2,604",4.6,17%,24 : 76
1001–1200,University of LeónSpain,"14,828",15.3,5%,56 : 44
1001–1200,Lorestan UniversityIran,"9,059",23.6,1%,57 : 43
1001–1200,Lusophone University of Humanities and TechnologiesPortugal,"7,544",10.7,22%,53 : 47
1001–1200,Universiti Malaysia PerlisMalaysia,"10,937",13.6,5%,45 : 55
1001–1200,University of ManoubaTunisia,"16,315",12.1,1%,59 : 41
1001–1200,University of MaraghehIran,"3,146",19.9,0%,56 : 44
1001–1200,University of Marrakech Cadi AyyadMorocco,"110,826",44.8,1%,50 : 50
1001–1200,University of MauritiusMauritius,"8,710",21.5,1%,55 : 45
1001–1200,University of MazandaranIran,"13,320",33.1,6%,62 : 38
